year,category,sequence,shortname,circuit_name,rider,rider_name,team_name,bike_name,position,points,number,country,speed,time
2009,MotoGP,1,QAT,Losail,2327,"Canepa, Niccolo",Pramac Racing,Ducati,17,0,88,IT,160.9,+1'15.028
2009,MotoGP,1,QAT,Losail,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,-1,0,65,IT,163.4,15 Laps
2009,MotoGP,2,JPN,Motegi,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,1,25,99,ES,157.9,43'47.238
2009,MotoGP,2,JPN,Motegi,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,2,20,46,IT,157.8,+1.304
2009,MotoGP,2,JPN,Motegi,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,3,16,3,ES,157.7,+3.763
2009,MotoGP,2,JPN,Motegi,2032,"Stoner, Casey",Ducati Marlboro Team,Ducati,4,13,27,AU,157.5,+5.691
2009,MotoGP,2,JPN,Motegi,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,5,11,4,IT,157.3,+9.207
2009,MotoGP,2,JPN,Motegi,1854,"Melandri, Marco",Hayate Racing Team,Kawasaki,6,10,33,IT,156.1,+30.555
2009,MotoGP,2,JPN,Motegi,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,7,9,65,IT,155.9,+32.756
2009,MotoGP,2,JPN,Motegi,2037,"Kallio, Mika",Pramac Racing,Ducati,8,8,36,FI,155.6,+39.416
2009,MotoGP,2,JPN,Motegi,2285,"Toseland, James",Monster Yamaha Tech 3,Yamaha,9,7,52,GB,155.3,+43.106
2009,MotoGP,2,JPN,Motegi,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,10,6,7,AU,155.3,+43.245
2009,MotoGP,2,JPN,Motegi,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,11,5,14,FR,155.2,+44.834
2009,MotoGP,2,JPN,Motegi,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,12,4,5,US,155.1,+46.540
2009,MotoGP,2,JPN,Motegi,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,13,3,15,SM,154.7,+53.525
2009,MotoGP,2,JPN,Motegi,2327,"Canepa, Niccolo",Pramac Racing,Ducati,14,2,88,IT,153.1,+1'21.804
2009,MotoGP,2,JPN,Motegi,1944,"Elias, Toni",San Carlo Honda Gresini,Honda,15,1,24,ES,149.1,1 Lap
2009,MotoGP,2,JPN,Motegi,1588,"Gibernau, Sete",Grupo Francisco Hernando,Ducati,-1,0,59,ES,117.5,7 Laps
2009,MotoGP,2,JPN,Motegi,2093,"Hayden, Nicky",Ducati Marlboro Team,Ducati,-4,0,69,US,,0 Lap
2009,MotoGP,2,JPN,Motegi,2081,"Takahashi, Yuki",Scot Racing Team MotoGP,Honda,-4,0,72,JP,,0 Lap
2009,MotoGP,3,SPA,Jerez,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,1,25,46,IT,158.1,45'18.557
2009,MotoGP,3,SPA,Jerez,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,2,20,3,ES,158.0,+2.700
2009,MotoGP,3,SPA,Jerez,2032,"Stoner, Casey",Ducati Marlboro Team,Ducati,3,16,27,AU,157.5,+10.507
2009,MotoGP,3,SPA,Jerez,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,4,13,14,FR,156.3,+31.893
2009,MotoGP,3,SPA,Jerez,1854,"Melandri, Marco",Hayate Racing Team,Kawasaki,5,11,33,IT,156.2,+33.128
2009,MotoGP,3,SPA,Jerez,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,6,10,65,IT,156.2,+34.128
2009,MotoGP,3,SPA,Jerez,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,7,9,5,US,156.2,+34.421
2009,MotoGP,3,SPA,Jerez,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,8,8,4,IT,156.2,+34.625
2009,MotoGP,3,SPA,Jerez,1944,"Elias, Toni",San Carlo Honda Gresini,Honda,9,7,24,ES,155.7,+42.689
2009,MotoGP,3,SPA,Jerez,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,10,6,7,AU,155.6,+45.183
2009,MotoGP,3,SPA,Jerez,1588,"Gibernau, Sete",Grupo Francisco Hernando,Ducati,11,5,59,ES,155.4,+48.192
2009,MotoGP,3,SPA,Jerez,2081,"Takahashi, Yuki",Scot Racing Team MotoGP,Honda,12,4,72,JP,155.2,+51.875
2009,MotoGP,3,SPA,Jerez,2285,"Toseland, James",Monster Yamaha Tech 3,Yamaha,13,3,52,GB,155.1,+53.683
2009,MotoGP,3,SPA,Jerez,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,14,2,15,SM,155.1,+53.941
2009,MotoGP,3,SPA,Jerez,2093,"Hayden, Nicky",Ducati Marlboro Team,Ducati,15,1,69,US,154.7,+1'01.237
2009,MotoGP,3,SPA,Jerez,2327,"Canepa, Niccolo",Pramac Racing,Ducati,16,0,88,IT,154.1,+1'10.896
2009,MotoGP,3,SPA,Jerez,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,-1,0,99,ES,157.8,4 Laps
2009,MotoGP,3,SPA,Jerez,2037,"Kallio, Mika",Pramac Racing,Ducati,-1,0,36,FI,154.2,15 Laps
2009,MotoGP,4,FRA,Le Mans,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,1,25,99,ES,146.8,47'52.678
2009,MotoGP,4,FRA,Le Mans,1854,"Melandri, Marco",Hayate Racing Team,Kawasaki,2,20,33,IT,145.9,+17.710
2009,MotoGP,4,FRA,Le Mans,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,3,16,3,ES,145.8,+19.893
2009,MotoGP,4,FRA,Le Mans,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,4,13,4,IT,145.8,+20.455
2009,MotoGP,4,FRA,Le Mans,2032,"Stoner, Casey",Ducati Marlboro Team,Ducati,5,11,27,AU,145.3,+30.539
2009,MotoGP,4,FRA,Le Mans,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,6,10,7,AU,145.0,+37.462
2009,MotoGP,4,FRA,Le Mans,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,7,9,5,US,144.8,+40.191
2009,MotoGP,4,FRA,Le Mans,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,8,8,65,IT,144.6,+45.421
2009,MotoGP,4,FRA,Le Mans,2285,"Toseland, James",Monster Yamaha Tech 3,Yamaha,9,7,52,GB,144.3,+50.307
2009,MotoGP,4,FRA,Le Mans,1944,"Elias, Toni",San Carlo Honda Gresini,Honda,10,6,24,ES,144.2,+53.218
2009,MotoGP,4,FRA,Le Mans,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,11,5,15,SM,144.2,+53.550
2009,MotoGP,4,FRA,Le Mans,2093,"Hayden, Nicky",Ducati Marlboro Team,Ducati,12,4,69,US,144.0,+56.647
2009,MotoGP,4,FRA,Le Mans,2081,"Takahashi, Yuki",Scot Racing Team MotoGP,Honda,13,3,72,JP,144.0,+56.688
2009,MotoGP,4,FRA,Le Mans,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,14,2,14,FR,143.3,+1'11.299
2009,MotoGP,4,FRA,Le Mans,2327,"Canepa, Niccolo",Pramac Racing,Ducati,15,1,88,IT,143.1,+1'15.385
2009,MotoGP,4,FRA,Le Mans,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,16,0,46,IT,131.9,2 Laps
2009,MotoGP,4,FRA,Le Mans,2037,"Kallio, Mika",Pramac Racing,Ducati,-1,0,36,FI,132.9,17 Laps
2009,MotoGP,5,ITA,Mugello,2032,"Stoner, Casey",Ducati Marlboro Team,Ducati,1,25,27,AU,158.4,45'41.894
2009,MotoGP,5,ITA,Mugello,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,2,20,99,ES,158.3,+1.001
2009,MotoGP,5,ITA,Mugello,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,3,16,46,IT,158.3,+2.076
2009,MotoGP,5,ITA,Mugello,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,4,13,4,IT,158.3,+2.129
2009,MotoGP,5,ITA,Mugello,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,5,11,65,IT,158.2,+3.274
2009,MotoGP,5,ITA,Mugello,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,6,10,5,US,157.0,+24.451
2009,MotoGP,5,ITA,Mugello,2285,"Toseland, James",Monster Yamaha Tech 3,Yamaha,7,9,52,GB,156.9,+25.621
2009,MotoGP,5,ITA,Mugello,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,8,8,14,FR,156.9,+26.046
2009,MotoGP,5,ITA,Mugello,2327,"Canepa, Niccolo",Pramac Racing,Ducati,9,7,88,IT,156.6,+31.815
2009,MotoGP,5,ITA,Mugello,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,10,6,7,AU,156.4,+34.814
2009,MotoGP,5,ITA,Mugello,1854,"Melandri, Marco",Hayate Racing Team,Kawasaki,11,5,33,IT,156.4,+35.090
2009,MotoGP,5,ITA,Mugello,2093,"Hayden, Nicky",Ducati Marlboro Team,Ducati,12,4,69,US,156.2,+39.122
2009,MotoGP,5,ITA,Mugello,2037,"Kallio, Mika",Pramac Racing,Ducati,13,3,36,FI,155.4,+52.462
2009,MotoGP,5,ITA,Mugello,1944,"Elias, Toni",San Carlo Honda Gresini,Honda,14,2,24,ES,155.4,+52.478
2009,MotoGP,5,ITA,Mugello,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,15,1,15,SM,150.3,1 Lap
2009,MotoGP,5,ITA,Mugello,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,-1,0,3,ES,149.5,11 Laps
2009,MotoGP,5,ITA,Mugello,2081,"Takahashi, Yuki",Scot Racing Team MotoGP,Honda,-1,0,72,JP,147.7,13 Laps
2009,MotoGP,6,CAT,Catalunya,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,1,25,46,IT,164.1,43'11.897
2009,MotoGP,6,CAT,Catalunya,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,2,20,99,ES,164.1,+0.095
2009,MotoGP,6,CAT,Catalunya,2032,"Stoner, Casey",Ducati Marlboro Team,Ducati,3,16,27,AU,163.6,+8.884
2009,MotoGP,6,CAT,Catalunya,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,4,13,4,IT,163.6,+8.936
2009,MotoGP,6,CAT,Catalunya,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,5,11,65,IT,162.9,+19.831
2009,MotoGP,6,CAT,Catalunya,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,6,10,3,ES,162.7,+22.182
2009,MotoGP,6,CAT,Catalunya,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,7,9,5,US,162.7,+23.547
2009,MotoGP,6,CAT,Catalunya,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,8,8,14,FR,162.6,+25.265
2009,MotoGP,6,CAT,Catalunya,2037,"Kallio, Mika",Pramac Racing,Ducati,9,7,36,FI,162.1,+31.797
2009,MotoGP,6,CAT,Catalunya,2093,"Hayden, Nicky",Ducati Marlboro Team,Ducati,10,6,69,US,162.0,+33.593
2009,MotoGP,6,CAT,Catalunya,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,11,5,7,AU,161.8,+36.683
2009,MotoGP,6,CAT,Catalunya,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,12,4,15,SM,161.8,+36.874
2009,MotoGP,6,CAT,Catalunya,2285,"Toseland, James",Monster Yamaha Tech 3,Yamaha,13,3,52,GB,161.7,+39.433
2009,MotoGP,6,CAT,Catalunya,1854,"Melandri, Marco",Hayate Racing Team,Kawasaki,14,2,33,IT,161.4,+44.788
2009,MotoGP,6,CAT,Catalunya,1588,"Gibernau, Sete",Grupo Francisco Hernando,Ducati,15,1,59,ES,161.2,+46.754
2009,MotoGP,6,CAT,Catalunya,2327,"Canepa, Niccolo",Pramac Racing,Ducati,16,0,88,IT,160.7,+55.873
2009,MotoGP,6,CAT,Catalunya,2004,"Talmacsi, Gabor",Scot Racing Team MotoGP,Honda,17,0,41,HU,158.8,+1'27.640
2009,MotoGP,6,CAT,Catalunya,1944,"Elias, Toni",San Carlo Honda Gresini,Honda,-1,0,24,ES,162.0,16 Laps
2009,MotoGP,6,CAT,Catalunya,2081,"Takahashi, Yuki",Scot Racing Team MotoGP,Honda,-4,0,72,JP,,0 Lap
2009,MotoGP,7,NED,Assen,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,1,25,46,IT,168.2,42'14.611
2009,MotoGP,7,NED,Assen,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,2,20,99,ES,167.9,+5.368
2009,MotoGP,7,NED,Assen,2032,"Stoner, Casey",Ducati Marlboro Team,Ducati,3,16,27,AU,166.7,+23.113
2009,MotoGP,7,NED,Assen,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,4,13,5,US,166.3,+29.114
2009,MotoGP,7,NED,Assen,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,5,11,7,AU,166.0,+33.605
2009,MotoGP,7,NED,Assen,2285,"Toseland, James",Monster Yamaha Tech 3,Yamaha,6,10,52,GB,165.6,+39.347
2009,MotoGP,7,NED,Assen,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,7,9,14,FR,165.6,+39.543
2009,MotoGP,7,NED,Assen,2093,"Hayden, Nicky",Ducati Marlboro Team,Ducati,8,8,69,US,165.6,+39.823
2009,MotoGP,7,NED,Assen,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,9,7,65,IT,165.6,+40.673
2009,MotoGP,7,NED,Assen,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,10,6,15,SM,165.2,+46.010
2009,MotoGP,7,NED,Assen,1854,"Melandri, Marco",Hayate Racing Team,Kawasaki,11,5,33,IT,164.5,+57.777
2009,MotoGP,7,NED,Assen,1944,"Elias, Toni",San Carlo Honda Gresini,Honda,12,4,24,ES,165.6,+59.774
2009,MotoGP,7,NED,Assen,1588,"Gibernau, Sete",Grupo Francisco Hernando,Ducati,13,3,59,ES,164.0,+1'05.366
2009,MotoGP,7,NED,Assen,2327,"Canepa, Niccolo",Pramac Racing,Ducati,14,2,88,IT,163.7,+1'09.897
2009,MotoGP,7,NED,Assen,2081,"Takahashi, Yuki",Scot Racing Team MotoGP,Honda,15,1,72,JP,163.7,+1'09.930
2009,MotoGP,7,NED,Assen,2004,"Talmacsi, Gabor",Scot Racing Team MotoGP,Honda,16,0,41,HU,162.7,+1'25.099
2009,MotoGP,7,NED,Assen,2037,"Kallio, Mika",Pramac Racing,Ducati,-1,0,36,FI,165.7,1 Lap
2009,MotoGP,7,NED,Assen,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,-1,0,4,IT,166.6,16 Laps
2009,MotoGP,7,NED,Assen,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,-1,0,3,ES,165.5,22 Laps
2009,MotoGP,8,USA,Laguna Seca,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,1,25,3,ES,157.4,44'01.580
2009,MotoGP,8,USA,Laguna Seca,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,2,20,46,IT,157.4,+0.344
2009,MotoGP,8,USA,Laguna Seca,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,3,16,99,ES,157.3,+1.926
2009,MotoGP,8,USA,Laguna Seca,2032,"Stoner, Casey",Ducati Team,Ducati,4,13,27,AU,156.7,+12.432
2009,MotoGP,8,USA,Laguna Seca,2093,"Hayden, Nicky",Ducati Team,Ducati,5,11,69,US,156.2,+21.663
2009,MotoGP,8,USA,Laguna Seca,1944,"Elias, Toni",San Carlo Honda Gresini,Honda,6,10,24,ES,156.1,+22.041
2009,MotoGP,8,USA,Laguna Seca,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,7,9,5,US,155.7,+30.201
2009,MotoGP,8,USA,Laguna Seca,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,8,8,7,AU,155.5,+32.857
2009,MotoGP,8,USA,Laguna Seca,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,9,7,14,FR,155.1,+40.325
2009,MotoGP,8,USA,Laguna Seca,1854,"Melandri, Marco",Hayate Racing Team,Kawasaki,10,6,33,IT,154.6,+48.028
2009,MotoGP,8,USA,Laguna Seca,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,11,5,15,SM,154.6,+48.810
2009,MotoGP,8,USA,Laguna Seca,2327,"Canepa, Niccolo",Pramac Racing,Ducati,12,4,88,IT,152.9,+1'18.531
2009,MotoGP,8,USA,Laguna Seca,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,-1,0,4,IT,154.8,26 Laps
2009,MotoGP,8,USA,Laguna Seca,1588,"Gibernau, Sete",Grupo Francisco Hernando,Ducati,-1,0,59,ES,152.2,26 Laps
2009,MotoGP,8,USA,Laguna Seca,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,-1,0,65,IT,150.3,29 Laps
2009,MotoGP,8,USA,Laguna Seca,2004,"Talmacsi, Gabor",Scot Racing Team MotoGP,Honda,-1,0,41,HU,148.7,29 Laps
2009,MotoGP,8,USA,Laguna Seca,2285,"Toseland, James",Monster Yamaha Tech 3,Yamaha,-3,0,52,GB,,0 Lap
2009,MotoGP,9,GER,Sachsenring,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,1,25,46,IT,159.8,41'21.769
2009,MotoGP,9,GER,Sachsenring,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,2,20,99,ES,159.7,+0.099
2009,MotoGP,9,GER,Sachsenring,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,3,16,3,ES,159.6,+2.899
2009,MotoGP,9,GER,Sachsenring,2032,"Stoner, Casey",Ducati Marlboro Team,Ducati,4,13,27,AU,159.1,+10.226
2009,MotoGP,9,GER,Sachsenring,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,5,11,15,SM,158.4,+21.522
2009,MotoGP,9,GER,Sachsenring,1944,"Elias, Toni",San Carlo Honda Gresini,Honda,6,10,24,ES,157.8,+30.852
2009,MotoGP,9,GER,Sachsenring,1854,"Melandri, Marco",Hayate Racing Team,Kawasaki,7,9,33,IT,157.8,+31.301
2009,MotoGP,9,GER,Sachsenring,2093,"Hayden, Nicky",Ducati Marlboro Team,Ducati,8,8,69,US,157.7,+31.726
2009,MotoGP,9,GER,Sachsenring,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,9,7,5,US,157.7,+32.865
2009,MotoGP,9,GER,Sachsenring,2285,"Toseland, James",Monster Yamaha Tech 3,Yamaha,10,6,52,GB,157.0,+43.926
2009,MotoGP,9,GER,Sachsenring,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,11,5,65,IT,156.1,+57.375
2009,MotoGP,9,GER,Sachsenring,2327,"Canepa, Niccolo",Pramac Racing,Ducati,12,4,88,IT,155.9,+1'00.539
2009,MotoGP,9,GER,Sachsenring,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,13,3,7,AU,155.8,+1'03.645
2009,MotoGP,9,GER,Sachsenring,2037,"Kallio, Mika",Pramac Racing,Ducati,14,2,36,FI,155.7,+1'04.155
2009,MotoGP,9,GER,Sachsenring,2004,"Talmacsi, Gabor",Scot Racing Team MotoGP,Honda,15,1,41,HU,154.4,1 Lap
2009,MotoGP,9,GER,Sachsenring,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,-1,0,4,IT,156.6,5 Laps
2009,MotoGP,9,GER,Sachsenring,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,-4,0,14,FR,,0 Lap
2009,MotoGP,10,GBR,Donington Park,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,1,25,4,IT,149.5,48'26.267
2009,MotoGP,10,GBR,Donington Park,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,2,20,5,US,149.4,+1.360
2009,MotoGP,10,GBR,Donington Park,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,3,16,14,FR,149.4,+1.600
2009,MotoGP,10,GBR,Donington Park,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,4,13,15,SM,149.0,+8.958
2009,MotoGP,10,GBR,Donington Park,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,5,11,46,IT,148.4,+21.622
2009,MotoGP,10,GBR,Donington Park,2285,"Toseland, James",Monster Yamaha Tech 3,Yamaha,6,10,52,GB,148.4,+22.465
2009,MotoGP,10,GBR,Donington Park,1854,"Melandri, Marco",Hayate Racing Team,Kawasaki,7,9,33,IT,147.7,+35.284
2009,MotoGP,10,GBR,Donington Park,2327,"Canepa, Niccolo",Pramac Racing,Ducati,8,8,88,IT,147.5,+38.769
2009,MotoGP,10,GBR,Donington Park,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,9,7,3,ES,147.4,+42.112
2009,MotoGP,10,GBR,Donington Park,2037,"Kallio, Mika",Pramac Racing,Ducati,10,6,36,FI,147.2,+45.845
2009,MotoGP,10,GBR,Donington Park,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,11,5,65,IT,146.8,+53.190
2009,MotoGP,10,GBR,Donington Park,2004,"Talmacsi, Gabor",Scot Racing Team MotoGP,Honda,12,4,41,HU,145.9,+1'12.315
2009,MotoGP,10,GBR,Donington Park,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,13,3,7,AU,145.5,+1'20.398
2009,MotoGP,10,GBR,Donington Park,2032,"Stoner, Casey",Ducati Marlboro Team,Ducati,14,2,27,AU,141.6,1 Lap
2009,MotoGP,10,GBR,Donington Park,2093,"Hayden, Nicky",Ducati Marlboro Team,Ducati,15,1,69,US,140.8,1 Lap
2009,MotoGP,10,GBR,Donington Park,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,-1,0,99,ES,153.7,22 Laps
2009,MotoGP,10,GBR,Donington Park,1944,"Elias, Toni",San Carlo Honda Gresini,Honda,-1,0,24,ES,153.1,23 Laps
2009,MotoGP,11,CZE,Brno,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,1,25,46,IT,165.3,43'08.991
2009,MotoGP,11,CZE,Brno,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,2,20,3,ES,164.5,+11.766
2009,MotoGP,11,CZE,Brno,1944,"Elias, Toni",San Carlo Honda Gresini,Honda,3,16,24,ES,164.0,+20.756
2009,MotoGP,11,CZE,Brno,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,4,13,4,IT,163.9,+21.418
2009,MotoGP,11,CZE,Brno,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,5,11,65,IT,163.9,+21.538
2009,MotoGP,11,CZE,Brno,2093,"Hayden, Nicky",Ducati Marlboro Team,Ducati,6,10,69,US,163.7,+25.544
2009,MotoGP,11,CZE,Brno,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,7,9,5,US,163.7,+25.676
2009,MotoGP,11,CZE,Brno,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,8,8,15,SM,163.1,+34.109
2009,MotoGP,11,CZE,Brno,2285,"Toseland, James",Monster Yamaha Tech 3,Yamaha,9,7,52,GB,163.0,+35.617
2009,MotoGP,11,CZE,Brno,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,10,6,14,FR,162.8,+39.824
2009,MotoGP,11,CZE,Brno,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,11,5,7,AU,162.7,+40.776
2009,MotoGP,11,CZE,Brno,2327,"Canepa, Niccolo",Pramac Racing,Ducati,12,4,88,IT,162.1,+50.661
2009,MotoGP,11,CZE,Brno,2004,"Talmacsi, Gabor",Scot Racing Team MotoGP,Honda,13,3,41,HU,161.6,+59.188
2009,MotoGP,11,CZE,Brno,2037,"Kallio, Mika",Ducati Marlboro Team,Ducati,-1,0,36,FI,163.6,2 Laps
2009,MotoGP,11,CZE,Brno,1854,"Melandri, Marco",Hayate Racing Team,Kawasaki,-1,0,33,IT,163.6,2 Laps
2009,MotoGP,11,CZE,Brno,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,-1,0,99,ES,165.7,5 Laps
2009,MotoGP,11,CZE,Brno,2056,"Fabrizio, Michel",Pramac Racing,Ducati,-1,0,84,IT,159.0,16 Laps
2009,MotoGP,12,INP,Indianapolis,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,1,25,99,ES,150.0,47'13.592
2009,MotoGP,12,INP,Indianapolis,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,2,20,15,SM,149.5,+9.435
2009,MotoGP,12,INP,Indianapolis,2093,"Hayden, Nicky",Ducati Team,Ducati,3,16,69,US,149.3,+12.947
2009,MotoGP,12,INP,Indianapolis,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,4,13,4,IT,149.3,+13.478
2009,MotoGP,12,INP,Indianapolis,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,5,11,5,US,148.6,+26.254
2009,MotoGP,12,INP,Indianapolis,2285,"Toseland, James",Monster Yamaha Tech 3,Yamaha,6,10,52,GB,148.3,+32.408
2009,MotoGP,12,INP,Indianapolis,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,7,9,65,IT,148.2,+34.400
2009,MotoGP,12,INP,Indianapolis,2037,"Kallio, Mika",Ducati Team,Ducati,8,8,36,FI,148.2,+34.856
2009,MotoGP,12,INP,Indianapolis,1944,"Elias, Toni",San Carlo Honda Gresini,Honda,9,7,24,ES,147.6,+45.005
2009,MotoGP,12,INP,Indianapolis,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,10,6,3,ES,147.6,+45.377
2009,MotoGP,12,INP,Indianapolis,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,11,5,7,AU,147.6,+45.478
2009,MotoGP,12,INP,Indianapolis,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,12,4,14,FR,147.3,+52.294
2009,MotoGP,12,INP,Indianapolis,2152,"Espargaro, Aleix",Pramac Racing,Ducati,13,3,44,ES,146.7,+1'03.552
2009,MotoGP,12,INP,Indianapolis,2004,"Talmacsi, Gabor",Scot Racing Team MotoGP,Honda,14,2,41,HU,146.1,+1'15.086
2009,MotoGP,12,INP,Indianapolis,1854,"Melandri, Marco",Hayate Racing Team,Kawasaki,-1,0,33,IT,148.4,3 Laps
2009,MotoGP,12,INP,Indianapolis,2327,"Canepa, Niccolo",Pramac Racing,Ducati,-1,0,88,IT,147.3,5 Laps
2009,MotoGP,12,INP,Indianapolis,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,-1,0,46,IT,142.7,16 Laps
2009,MotoGP,13,RSM,Misano,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,1,25,46,IT,159.4,44'32.882
2009,MotoGP,13,RSM,Misano,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,2,20,99,ES,159.2,+2.416
2009,MotoGP,13,RSM,Misano,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,3,16,3,ES,158.6,+12.400
2009,MotoGP,13,RSM,Misano,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,4,13,4,IT,157.8,+26.330
